Size,Avg Latency(us),P50 Tail Lat(us),P90 Tail Lat(us),P99 Tail Lat(us),toolchain,instrumentation,nodes,cores,benchmark
16384,6.66,6.28,7.6,9.96,gompi2024a,OFF,1,4,collective-osu_allreduce
32768,10.22,9.92,11.0,13.69,gompi2024a,OFF,1,4,collective-osu_allreduce
65536,16.16,15.69,17.09,21.38,gompi2024a,OFF,1,4,collective-osu_allreduce
131072,27.84,27.39,28.18,32.98,gompi2024a,OFF,1,4,collective-osu_allreduce
262144,52.77,52.54,53.15,56.51,gompi2024a,OFF,1,4,collective-osu_allreduce
524288,104.31,104.25,106.09,108.34,gompi2024a,OFF,1,4,collective-osu_allreduce
1048576,228.96,228.89,231.4,233.89,gompi2024a,OFF,1,4,collective-osu_allreduce
4,0.54,0.54,0.57,0.66,gompi2024a,OFF,1,4,collective-osu_allreduce
8,0.55,0.54,0.57,0.64,gompi2024a,OFF,1,4,collective-osu_allreduce
16,0.53,0.53,0.56,0.61,gompi2024a,OFF,1,4,collective-osu_allreduce
32,0.83,0.82,0.88,0.92,gompi2024a,OFF,1,4,collective-osu_allreduce
64,0.8,0.8,0.83,0.87,gompi2024a,OFF,1,4,collective-osu_allreduce
128,1.29,1.07,2.23,3.64,gompi2024a,OFF,1,4,collective-osu_allreduce
256,1.12,1.09,1.14,1.84,gompi2024a,OFF,1,4,collective-osu_allreduce
512,1.39,1.34,1.41,3.03,gompi2024a,OFF,1,4,collective-osu_allreduce
1024,1.52,1.43,1.52,3.56,gompi2024a,OFF,1,4,collective-osu_allreduce
2048,2.02,1.87,2.32,4.31,gompi2024a,OFF,1,4,collective-osu_allreduce
4096,2.75,2.51,3.4,5.34,gompi2024a,OFF,1,4,collective-osu_allreduce
8192,4.12,4.09,4.23,4.43,gompi2024a,OFF,1,4,collective-osu_allreduce
16384,6.73,6.28,7.6,10.73,gompi2024a,OFF,1,4,collective-osu_allreduce
32768,10.43,10.08,11.86,14.18,gompi2024a,OFF,1,4,collective-osu_allreduce
65536,16.0,15.63,16.69,20.95,gompi2024a,OFF,1,4,collective-osu_allreduce
131072,28.11,27.25,30.79,36.63,gompi2024a,OFF,1,4,collective-osu_allreduce
262144,52.53,52.34,52.79,56.01,gompi2024a,OFF,1,4,collective-osu_allreduce
524288,104.37,104.29,105.89,108.35,gompi2024a,OFF,1,4,collective-osu_allreduce
1048576,227.11,226.79,230.01,232.18,gompi2024a,OFF,1,4,collective-osu_allreduce
4,0.53,0.52,0.56,0.65,gompi2024a,OFF,1,4,collective-osu_allreduce
8,0.53,0.52,0.56,0.61,gompi2024a,OFF,1,4,collective-osu_allreduce
16,0.52,0.52,0.55,0.6,gompi2024a,OFF,1,4,collective-osu_allreduce
32,0.76,0.76,0.84,0.91,gompi2024a,OFF,1,4,collective-osu_allreduce
64,0.69,0.69,0.73,0.78,gompi2024a,OFF,1,4,collective-osu_allreduce
128,1.2,0.99,2.08,3.54,gompi2024a,OFF,1,4,collective-osu_allreduce
256,1.06,1.03,1.09,2.58,gompi2024a,OFF,1,4,collective-osu_allreduce
512,1.28,1.23,1.31,2.92,gompi2024a,OFF,1,4,collective-osu_allreduce
1024,1.48,1.4,1.48,3.58,gompi2024a,OFF,1,4,collective-osu_allreduce
2048,2.04,1.9,2.26,4.1,gompi2024a,OFF,1,4,collective-osu_allreduce
4096,2.82,2.59,3.45,5.5,gompi2024a,OFF,1,4,collective-osu_allreduce
8192,4.24,4.22,4.38,4.54,gompi2024a,OFF,1,4,collective-osu_allreduce
16384,6.7,6.34,7.61,9.67,gompi2024a,OFF,1,4,collective-osu_allreduce
32768,10.2,9.86,10.89,14.57,gompi2024a,OFF,1,4,collective-osu_allreduce
65536,15.85,15.45,16.27,21.91,gompi2024a,OFF,1,4,collective-osu_allreduce
131072,27.71,27.2,28.43,34.16,gompi2024a,OFF,1,4,collective-osu_allreduce
262144,52.33,52.15,52.59,55.6,gompi2024a,OFF,1,4,collective-osu_allreduce
524288,106.32,106.39,108.01,110.3,gompi2024a,OFF,1,4,collective-osu_allreduce
1048576,228.99,228.9,231.47,233.11,gompi2024a,OFF,1,4,collective-osu_allreduce
4,0.55,0.53,0.57,0.69,gompi2024a,OFF,1,4,collective-osu_allreduce
8,0.53,0.52,0.55,0.62,gompi2024a,OFF,1,4,collective-osu_allreduce
16,0.53,0.52,0.56,0.66,gompi2024a,OFF,1,4,collective-osu_allreduce
32,0.58,0.56,0.65,0.76,gompi2024a,OFF,1,4,collective-osu_allreduce
64,0.57,0.56,0.62,0.68,gompi2024a,OFF,1,4,collective-osu_allreduce
128,1.14,0.94,2.0,3.7,gompi2024a,OFF,1,4,collective-osu_allreduce
256,1.01,0.97,1.03,2.63,gompi2024a,OFF,1,4,collective-osu_allreduce
512,1.21,1.15,1.24,2.87,gompi2024a,OFF,1,4,collective-osu_allreduce
1024,1.47,1.37,1.57,3.29,gompi2024a,OFF,1,4,collective-osu_allreduce
2048,2.05,1.91,2.31,3.9,gompi2024a,OFF,1,4,collective-osu_allreduce
4096,2.87,2.65,3.51,5.26,gompi2024a,OFF,1,4,collective-osu_allreduce
8192,4.3,4.29,4.45,4.72,gompi2024a,OFF,1,4,collective-osu_allreduce
16384,6.64,6.36,7.56,9.43,gompi2024a,OFF,1,4,collective-osu_allreduce
32768,10.15,9.7,10.71,14.23,gompi2024a,OFF,1,4,collective-osu_allreduce
65536,15.99,15.25,18.4,24.33,gompi2024a,OFF,1,4,collective-osu_allreduce
131072,27.17,26.68,28.31,34.35,gompi2024a,OFF,1,4,collective-osu_allreduce
262144,51.97,51.8,52.23,55.59,gompi2024a,OFF,1,4,collective-osu_allreduce
524288,104.49,104.48,106.21,108.04,gompi2024a,OFF,1,4,collective-osu_allreduce
1048576,226.57,226.11,229.2,233.02,gompi2024a,OFF,1,4,collective-osu_allreduce
4,0.55,0.55,0.58,0.69,gompi2024a,OFF,1,4,collective-osu_allreduce
8,0.56,0.56,0.58,0.62,gompi2024a,OFF,1,4,collective-osu_allreduce
16,0.56,0.55,0.58,0.66,gompi2024a,OFF,1,4,collective-osu_allreduce
32,0.84,0.84,0.89,0.95,gompi2024a,OFF,1,4,collective-osu_allreduce
64,0.79,0.78,0.83,0.87,gompi2024a,OFF,1,4,collective-osu_allreduce
128,1.3,1.08,2.23,3.62,gompi2024a,OFF,1,4,collective-osu_allreduce
256,1.14,1.1,1.15,2.64,gompi2024a,OFF,1,4,collective-osu_allreduce
512,1.39,1.34,1.42,3.17,gompi2024a,OFF,1,4,collective-osu_allreduce
1024,1.53,1.44,1.62,3.51,gompi2024a,OFF,1,4,collective-osu_allreduce
2048,2.04,1.87,2.35,4.06,gompi2024a,OFF,1,4,collective-osu_allreduce
4096,2.77,2.52,3.46,5.43,gompi2024a,OFF,1,4,collective-osu_allreduce
8192,4.13,4.11,4.24,4.4,gompi2024a,OFF,1,4,collective-osu_allreduce
16384,6.64,6.26,7.34,10.07,gompi2024a,OFF,1,4,collective-osu_allreduce
32768,10.47,9.85,12.53,14.46,gompi2024a,OFF,1,4,collective-osu_allreduce
65536,16.0,15.64,16.73,22.11,gompi2024a,OFF,1,4,collective-osu_allreduce
131072,27.94,27.32,29.01,36.48,gompi2024a,OFF,1,4,collective-osu_allreduce
262144,52.68,52.43,52.87,56.26,gompi2024a,OFF,1,4,collective-osu_allreduce
524288,105.6,105.25,107.81,111.25,gompi2024a,OFF,1,4,collective-osu_allreduce
1048576,227.76,227.67,229.73,232.51,gompi2024a,OFF,1,4,collective-osu_allreduce
1,0.74,0.72,0.76,0.86,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.8,0.73,0.75,0.79,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.76,0.72,0.75,0.8,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.87,0.85,0.89,0.95,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.0,0.96,1.01,1.07,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.26,1.13,1.31,2.33,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.35,1.29,1.34,2.72,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.62,1.57,1.61,3.01,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.8,1.75,1.82,2.79,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.12,2.05,2.12,3.86,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.7,2.61,2.7,5.25,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.7,3.6,3.77,6.85,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.73,5.54,6.59,7.72,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.44,8.36,8.52,10.94,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.69,14.27,15.8,18.0,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.23,26.41,28.53,37.37,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.62,51.36,52.3,55.5,gompi2024a,OFF,1,8,collective-osu_allgather
131072,106.71,106.46,108.48,109.63,gompi2024a,OFF,1,8,collective-osu_allgather
262144,245.36,256.17,258.29,260.78,gompi2024a,OFF,1,8,collective-osu_allgather
524288,576.19,571.78,593.68,599.74,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2105.94,2104.72,2109.44,2114.42,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.76,0.74,0.76,0.87,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.76,0.73,0.75,0.81,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.76,0.73,0.76,0.84,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.93,0.88,0.91,0.96,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.04,1.01,1.05,1.09,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.4,1.21,1.29,2.27,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.46,1.4,1.44,2.96,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.75,1.69,1.72,3.38,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.92,1.86,1.92,3.07,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.2,2.11,2.16,4.52,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.69,2.59,2.67,5.66,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.7,3.59,3.73,7.01,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.71,5.5,6.69,7.76,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.6,8.53,8.72,11.27,gompi2024a,OFF,1,8,collective-osu_allgather
16384,15.09,14.54,16.75,20.72,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.86,26.91,31.76,35.24,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.84,51.58,52.7,54.79,gompi2024a,OFF,1,8,collective-osu_allgather
131072,105.67,105.37,106.89,108.31,gompi2024a,OFF,1,8,collective-osu_allgather
262144,245.01,254.9,258.14,261.53,gompi2024a,OFF,1,8,collective-osu_allgather
524288,592.08,594.08,601.85,620.08,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2112.98,2104.17,2127.94,2134.43,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.75,0.73,0.76,0.9,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.76,0.73,0.76,0.82,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.73,0.73,0.75,0.82,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.93,0.88,0.91,0.99,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.08,1.01,1.04,1.09,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.29,1.21,1.3,2.06,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.46,1.39,1.44,3.01,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.75,1.69,1.72,3.13,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.91,1.86,1.91,3.17,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.17,2.1,2.16,4.1,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.69,2.58,2.67,5.58,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.8,3.58,3.74,7.27,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.73,5.51,6.71,7.62,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.59,8.5,8.66,11.0,gompi2024a,OFF,1,8,collective-osu_allgather
16384,15.14,14.52,16.09,23.46,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.82,27.06,29.05,38.22,gompi2024a,OFF,1,8,collective-osu_allgather
65536,52.06,51.86,52.76,55.77,gompi2024a,OFF,1,8,collective-osu_allgather
131072,107.01,106.82,108.62,109.81,gompi2024a,OFF,1,8,collective-osu_allgather
262144,239.89,228.72,258.99,263.2,gompi2024a,OFF,1,8,collective-osu_allgather
524288,568.83,564.09,591.29,597.89,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2125.57,2125.44,2129.76,2133.46,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.76,0.73,0.76,0.9,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.76,0.73,0.76,0.81,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.74,0.73,0.75,0.8,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.94,0.88,0.91,0.97,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.04,1.01,1.05,1.09,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.32,1.21,1.29,2.27,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.45,1.4,1.44,2.95,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.76,1.69,1.73,3.48,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.91,1.86,1.91,3.19,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.18,2.11,2.16,4.08,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.7,2.6,2.69,5.53,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.69,3.58,3.71,7.02,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.72,5.48,6.7,7.87,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.53,8.48,8.63,10.9,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.96,14.46,16.39,19.49,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.59,26.72,29.47,41.15,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.86,51.64,52.41,55.18,gompi2024a,OFF,1,8,collective-osu_allgather
131072,107.73,107.47,109.15,110.84,gompi2024a,OFF,1,8,collective-osu_allgather
262144,267.99,251.38,254.38,278.34,gompi2024a,OFF,1,8,collective-osu_allgather
524288,576.58,581.73,588.64,593.27,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2114.6,2114.37,2118.88,2123.87,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.75,0.74,0.77,0.87,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.75,0.74,0.76,0.82,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.76,0.74,0.76,0.82,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.91,0.88,0.91,0.97,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.08,1.02,1.05,1.1,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.29,1.21,1.29,2.28,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.46,1.4,1.44,2.98,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.76,1.7,1.73,3.54,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.91,1.87,1.91,3.04,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.18,2.11,2.16,3.99,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.7,2.59,2.67,5.6,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.7,3.59,3.73,7.44,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.71,5.49,6.71,7.43,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.53,8.48,8.63,9.94,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.95,14.49,16.16,18.75,gompi2024a,OFF,1,8,collective-osu_allgather
32768,26.98,26.78,27.85,29.48,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.92,51.68,52.49,56.04,gompi2024a,OFF,1,8,collective-osu_allgather
131072,109.21,108.9,110.87,112.68,gompi2024a,OFF,1,8,collective-osu_allgather
262144,236.97,224.96,260.93,262.75,gompi2024a,OFF,1,8,collective-osu_allgather
524288,576.64,572.83,591.56,595.91,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2118.98,2119.0,2124.04,2127.54,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.76,0.73,0.76,0.84,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.77,0.73,0.75,0.79,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.73,0.72,0.74,0.78,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.8,0.79,0.86,0.99,gompi2024a,OFF,1,8,collective-osu_allgather
16,0.87,0.85,0.93,1.03,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.16,1.04,1.28,2.08,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.24,1.2,1.24,2.63,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.53,1.47,1.51,2.98,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.72,1.67,1.73,2.95,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.07,2.0,2.09,4.07,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.73,2.63,2.74,5.57,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.72,3.61,3.78,7.05,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.7,5.51,6.54,7.43,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.28,8.23,8.37,9.61,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.42,14.12,15.39,17.28,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.02,26.29,29.15,34.09,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.74,51.42,52.64,55.84,gompi2024a,OFF,1,8,collective-osu_allgather
131072,107.12,106.88,108.45,109.71,gompi2024a,OFF,1,8,collective-osu_allgather
262144,243.65,253.69,256.74,258.22,gompi2024a,OFF,1,8,collective-osu_allgather
524288,570.88,572.63,580.03,582.83,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2097.05,2097.0,2101.38,2105.89,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.75,0.74,0.77,0.88,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.79,0.74,0.76,0.84,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.85,0.74,0.76,0.82,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.91,0.89,0.92,0.98,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.02,1.02,1.05,1.09,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.36,1.21,1.3,3.17,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.51,1.39,1.44,2.97,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.76,1.69,1.73,3.26,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.91,1.86,1.92,3.01,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.17,2.11,2.16,4.2,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.71,2.6,2.68,5.74,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.69,3.59,3.72,7.06,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.72,5.5,6.69,7.95,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.56,8.52,8.67,10.33,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.94,14.53,16.29,19.26,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.79,26.97,30.61,36.76,gompi2024a,OFF,1,8,collective-osu_allgather
65536,52.14,51.84,52.73,55.91,gompi2024a,OFF,1,8,collective-osu_allgather
131072,106.53,106.26,107.92,110.16,gompi2024a,OFF,1,8,collective-osu_allgather
262144,232.95,222.79,256.45,260.71,gompi2024a,OFF,1,8,collective-osu_allgather
524288,574.69,579.53,587.19,590.8,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2112.91,2113.29,2117.53,2119.79,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.76,0.74,0.77,0.88,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.74,0.74,0.76,0.81,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.76,0.73,0.76,0.8,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.89,0.88,0.91,0.97,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.11,1.01,1.05,1.1,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.31,1.21,1.29,2.12,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.45,1.39,1.44,2.88,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.76,1.69,1.73,3.43,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.91,1.86,1.92,3.02,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.2,2.11,2.18,4.37,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.7,2.59,2.67,5.56,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.7,3.59,3.74,7.4,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.69,5.49,6.64,7.46,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.44,8.4,8.54,9.63,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.54,14.34,15.29,16.4,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.04,26.56,28.14,31.31,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.6,51.38,52.2,54.56,gompi2024a,OFF,1,8,collective-osu_allgather
131072,106.52,106.29,108.25,109.61,gompi2024a,OFF,1,8,collective-osu_allgather
262144,234.18,225.03,256.3,260.03,gompi2024a,OFF,1,8,collective-osu_allgather
524288,571.67,567.84,590.54,593.69,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2123.13,2122.87,2127.77,2130.16,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.77,0.74,0.76,0.85,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.74,0.74,0.76,0.83,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.78,0.74,0.76,0.8,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.89,0.88,0.91,1.01,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.05,1.01,1.05,1.1,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.31,1.2,1.29,2.37,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.46,1.4,1.44,2.89,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.75,1.69,1.73,3.26,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.9,1.86,1.91,2.98,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.18,2.11,2.16,4.11,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.7,2.59,2.68,5.5,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.7,3.59,3.73,7.33,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.74,5.53,6.68,7.6,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.64,8.55,8.74,11.64,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.92,14.59,15.7,18.16,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.8,27.13,29.47,35.06,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.98,51.83,52.58,54.76,gompi2024a,OFF,1,8,collective-osu_allgather
131072,106.9,106.52,108.23,110.83,gompi2024a,OFF,1,8,collective-osu_allgather
262144,231.6,224.94,255.89,258.66,gompi2024a,OFF,1,8,collective-osu_allgather
524288,561.88,561.21,567.02,587.47,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2120.15,2119.69,2125.63,2129.49,gompi2024a,OFF,1,8,collective-osu_allgather
1,0.79,0.74,0.77,0.87,gompi2024a,OFF,1,8,collective-osu_allgather
2,0.74,0.73,0.76,0.83,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.75,0.73,0.76,0.8,gompi2024a,OFF,1,8,collective-osu_allgather
8,0.92,0.88,0.92,0.96,gompi2024a,OFF,1,8,collective-osu_allgather
16,1.04,1.01,1.05,1.09,gompi2024a,OFF,1,8,collective-osu_allgather
32,1.35,1.2,1.28,2.47,gompi2024a,OFF,1,8,collective-osu_allgather
64,1.44,1.37,1.42,3.16,gompi2024a,OFF,1,8,collective-osu_allgather
128,1.72,1.67,1.7,3.26,gompi2024a,OFF,1,8,collective-osu_allgather
256,1.89,1.84,1.89,2.94,gompi2024a,OFF,1,8,collective-osu_allgather
512,2.16,2.09,2.15,4.1,gompi2024a,OFF,1,8,collective-osu_allgather
1024,2.7,2.6,2.69,5.42,gompi2024a,OFF,1,8,collective-osu_allgather
2048,3.72,3.6,3.75,7.38,gompi2024a,OFF,1,8,collective-osu_allgather
4096,5.73,5.52,6.65,7.75,gompi2024a,OFF,1,8,collective-osu_allgather
8192,8.5,8.46,8.6,10.17,gompi2024a,OFF,1,8,collective-osu_allgather
16384,14.82,14.46,15.67,20.07,gompi2024a,OFF,1,8,collective-osu_allgather
32768,27.11,26.74,28.18,31.37,gompi2024a,OFF,1,8,collective-osu_allgather
65536,51.91,51.64,52.5,56.16,gompi2024a,OFF,1,8,collective-osu_allgather
131072,107.57,107.23,109.27,110.7,gompi2024a,OFF,1,8,collective-osu_allgather
262144,232.18,236.59,239.23,240.75,gompi2024a,OFF,1,8,collective-osu_allgather
524288,579.25,577.29,592.2,597.7,gompi2024a,OFF,1,8,collective-osu_allgather
1048576,2130.49,2130.08,2135.44,2139.67,gompi2024a,OFF,1,8,collective-osu_allgather
4,0.79,0.78,0.81,0.9,gompi2024a,OFF,1,8,collective-osu_allreduce
8,0.78,0.77,0.8,0.87,gompi2024a,OFF,1,8,collective-osu_allreduce
16,0.78,0.76,0.79,0.87,gompi2024a,OFF,1,8,collective-osu_allreduce
32,1.2,1.18,1.22,1.27,gompi2024a,OFF,1,8,collective-osu_allreduce
64,1.27,1.18,1.21,1.27,gompi2024a,OFF,1,8,collective-osu_allreduce
128,1.76,1.59,1.63,3.65,gompi2024a,OFF,1,8,collective-osu_allreduce
256,1.69,1.63,1.67,3.04,gompi2024a,OFF,1,8,collective-osu_allreduce
512,2.01,1.98,2.02,3.27,gompi2024a,OFF,1,8,collective-osu_allreduce
1024,2.22,2.14,2.24,3.63,gompi2024a,OFF,1,8,collective-osu_allreduce
2048,2.82,2.71,2.81,5.64,gompi2024a,OFF,1,8,collective-osu_allreduce
4096,3.78,3.63,3.75,7.43,gompi2024a,OFF,1,8,collective-osu_allreduce
8192,5.56,5.36,6.34,7.59,gompi2024a,OFF,1,8,collective-osu_allreduce
16384,8.92,8.67,9.55,12.51,gompi2024a,OFF,1,8,collective-osu_allreduce
32768,13.93,13.46,16.45,18.76,gompi2024a,OFF,1,8,collective-osu_allreduce
65536,20.04,19.85,21.12,22.16,gompi2024a,OFF,1,8,collective-osu_allreduce
131072,35.81,34.34,39.91,49.1,gompi2024a,OFF,1,8,collective-osu_allreduce
262144,66.04,64.0,70.82,85.82,gompi2024a,OFF,1,8,collective-osu_allreduce
524288,129.87,129.44,132.4,134.86,gompi2024a,OFF,1,8,collective-osu_allreduce
1048576,302.28,301.76,305.54,308.18,gompi2024a,OFF,1,8,collective-osu_allreduce
4,0.78,0.77,0.8,0.9,gompi2024a,OFF,1,8,collective-osu_allreduce
8,0.79,0.77,0.79,0.84,gompi2024a,OFF,1,8,collective-osu_allreduce
16,0.81,0.77,0.8,0.87,gompi2024a,OFF,1,8,collective-osu_allreduce
32,1.27,1.19,1.22,1.27,gompi2024a,OFF,1,8,collective-osu_allreduce
